date|close_price
2002-06-11|1013.59997559
2002-06-12|1020.26000977
2002-06-13|1009.55999756
2002-06-14|1007.27001953
2002-06-17|1036.17004395
2002-06-18|1037.14001465
2002-06-19|1019.98999023
2002-06-20|1006.28997803
2002-06-21|989.140014648
2002-06-24|992.719970703
2002-06-25|976.140014648
2002-06-26|973.530029297
2002-06-27|990.640014648
2002-06-28|989.820007324
2002-07-01|968.650024414
2002-07-02|948.090026855
2002-07-03|953.989990234
2002-07-05|989.030029297
2002-07-08|976.979980469
2002-07-09|952.83001709
2002-07-10|920.469970703
2002-07-11|927.369995117
2002-07-12|921.390014648
2002-07-15|917.929992676
2002-07-16|900.940002441
2002-07-17|906.039978027
2002-07-18|881.559997559
2002-07-19|847.75
2002-07-22|819.849975586
2002-07-23|797.700012207
2002-07-24|843.429992676
2002-07-25|838.679992676
2002-07-26|852.840026855
2002-07-29|898.960021973
2002-07-30|902.780029297
2002-07-31|911.619995117
2002-08-01|884.659973145
2002-08-02|864.239990234
2002-08-05|834.599975586
2002-08-06|859.570007324
2002-08-07|876.770019531
2002-08-08|905.460021973
2002-08-09|908.640014648
2002-08-12|903.799987793
2002-08-13|884.210021973
2002-08-14|919.619995117
2002-08-15|930.25
2002-08-16|928.770019531
2002-08-19|950.700012207
2002-08-20|937.429992676
2002-08-21|949.359985352
2002-08-22|962.700012207
2002-08-23|940.859985352
2002-08-26|947.950012207
2002-08-27|934.820007324
2002-08-28|917.869995117
2002-08-29|917.799987793
2002-08-30|916.070007324
2002-09-03|878.020019531
2002-09-04|893.400024414
2002-09-05|879.150024414
2002-09-06|893.91998291
2002-09-09|902.960021973
2002-09-10|909.58001709
2002-09-11|909.450012207
2002-09-12|886.909973145
2002-09-13|889.809997559
2002-09-16|891.099975586
2002-09-17|873.520019531
2002-09-18|869.460021973
2002-09-19|843.320007324
2002-09-20|845.390014648
2002-09-23|833.700012207
2002-09-24|819.289978027
2002-09-25|839.659973145
2002-09-26|854.950012207
2002-09-27|827.369995117
2002-09-30|815.280029297
2002-10-01|847.909973145
2002-10-02|827.909973145
2002-10-03|818.950012207
2002-10-04|800.58001709
2002-10-07|785.280029297
2002-10-08|798.549987793
2002-10-09|776.760009766
2002-10-10|803.91998291
2002-10-11|835.320007324
2002-10-14|841.440002441
2002-10-15|881.270019531
2002-10-16|860.020019531
2002-10-17|879.200012207
2002-10-18|884.390014648
2002-10-21|899.719970703
2002-10-22|890.159973145
2002-10-23|896.140014648
2002-10-24|882.5
2002-10-25|897.650024414
2002-10-28|890.229980469
2002-10-29|882.150024414
2002-10-30|890.710021973
2002-10-31|885.760009766
2002-11-01|900.960021973
2002-11-04|908.349975586
2002-11-05|915.390014648
2002-11-06|923.760009766
2002-11-07|902.650024414
2002-11-08|894.739990234
2002-11-11|876.190002441
2002-11-12|882.950012207
2002-11-13|882.530029297
2002-11-14|904.270019531
2002-11-15|909.83001709
2002-11-18|900.359985352
2002-11-19|896.739990234
2002-11-20|914.150024414
2002-11-21|933.760009766
2002-11-22|930.549987793
2002-11-25|932.869995117
2002-11-26|913.309997559
2002-11-27|938.869995117
2002-11-29|936.309997559
2002-12-02|934.530029297
2002-12-03|920.75
2002-12-04|917.58001709
2002-12-05|906.549987793
2002-12-06|912.229980469
2002-12-09|892.0
2002-12-10|904.450012207
2002-12-11|904.960021973
2002-12-12|901.58001709
2002-12-13|889.479980469
2002-12-16|910.400024414
2002-12-17|902.989990234
2002-12-18|891.119995117
2002-12-19|884.25
2002-12-20|895.760009766
2002-12-23|897.380004883
2002-12-24|892.469970703
2002-12-26|889.659973145
2002-12-27|875.400024414
2002-12-30|879.390014648
2002-12-31|879.820007324
2003-01-02|909.030029297
2003-01-03|908.590026855
2003-01-06|929.010009766
2003-01-07|922.929992676
2003-01-08|909.929992676
2003-01-09|927.570007324
2003-01-10|927.570007324
2003-01-13|926.260009766
2003-01-14|931.659973145
2003-01-15|918.219970703
2003-01-16|914.599975586
2003-01-17|901.780029297
2003-01-21|887.619995117
2003-01-22|878.359985352
2003-01-23|887.340026855
2003-01-24|861.400024414
2003-01-27|847.479980469
2003-01-28|858.539978027
2003-01-29|864.359985352
2003-01-30|844.609985352
2003-01-31|855.700012207
2003-02-03|860.320007324
2003-02-04|848.200012207
2003-02-05|843.590026855
2003-02-06|838.150024414
2003-02-07|829.690002441
2003-02-10|835.969970703
2003-02-11|829.200012207
2003-02-12|818.679992676
2003-02-13|817.369995117
2003-02-14|834.890014648
2003-02-18|851.16998291
2003-02-19|845.130004883
2003-02-20|837.099975586
2003-02-21|848.16998291
2003-02-24|832.58001709
2003-02-25|838.570007324
2003-02-26|827.549987793
2003-02-27|837.280029297
2003-02-28|841.150024414
2003-03-03|834.809997559
2003-03-04|821.989990234
2003-03-05|829.849975586
2003-03-06|822.099975586
2003-03-07|828.890014648
2003-03-10|807.479980469
2003-03-11|800.729980469
2003-03-12|804.190002441
2003-03-13|831.900024414
2003-03-14|833.270019531
2003-03-17|862.789978027
2003-03-18|866.450012207
2003-03-19|874.020019531
2003-03-20|875.66998291
2003-03-21|895.789978027
2003-03-24|864.229980469
2003-03-25|874.739990234
2003-03-26|869.950012207
2003-03-27|868.520019531
2003-03-28|863.5
2003-03-31|848.179992676
2003-04-01|858.479980469
2003-04-02|880.900024414
2003-04-03|876.450012207
2003-04-04|878.849975586
2003-04-07|879.929992676
2003-04-08|878.289978027
2003-04-09|865.989990234
2003-04-10|871.58001709
2003-04-11|868.299987793
2003-04-14|885.229980469
2003-04-15|890.809997559
2003-04-16|879.909973145
2003-04-17|893.58001709
2003-04-21|892.010009766
2003-04-22|911.369995117
2003-04-23|919.020019531
2003-04-24|911.429992676
2003-04-25|898.809997559
2003-04-28|914.840026855
2003-04-29|917.840026855
2003-04-30|916.91998291
2003-05-01|916.299987793
2003-05-02|930.08001709
2003-05-05|926.549987793
2003-05-06|934.390014648
2003-05-07|929.619995117
2003-05-08|920.270019531
2003-05-09|933.409973145
2003-05-12|945.109985352
2003-05-13|942.299987793
2003-05-14|939.280029297
2003-05-15|946.66998291
2003-05-16|944.299987793
2003-05-19|920.770019531
2003-05-20|919.729980469
2003-05-21|923.41998291
2003-05-22|931.869995117
2003-05-23|933.219970703
2003-05-27|951.479980469
2003-05-28|953.219970703
2003-05-29|949.640014648
2003-05-30|963.590026855
2003-06-02|967.0
2003-06-03|971.559997559
2003-06-04|986.239990234
2003-06-05|990.140014648
2003-06-06|987.760009766
2003-06-09|975.929992676
2003-06-10|984.840026855
2003-06-11|997.479980469
2003-06-12|998.510009766
2003-06-13|988.609985352
2003-06-16|1010.73999023
2003-06-17|1011.65997314
2003-06-18|1010.09002686
2003-06-19|994.700012207
2003-06-20|995.690002441
2003-06-23|981.640014648
2003-06-24|983.450012207
2003-06-25|975.320007324
2003-06-26|985.820007324
2003-06-27|976.219970703
2003-06-30|974.5
2003-07-01|982.320007324
2003-07-02|993.75
2003-07-03|985.700012207
2003-07-07|1004.41998291
2003-07-08|1007.84002686
2003-07-09|1002.21002197
2003-07-10|988.700012207
2003-07-11|998.140014648
2003-07-14|1003.85998535
2003-07-15|1000.41998291
2003-07-16|994.090026855
2003-07-17|981.729980469
2003-07-18|993.320007324
2003-07-21|978.799987793
2003-07-22|988.109985352
2003-07-23|988.609985352
2003-07-24|981.599975586
2003-07-25|998.679992676
2003-07-28|996.520019531
2003-07-29|989.280029297
2003-07-30|987.489990234
2003-07-31|990.309997559
2003-08-01|980.150024414
2003-08-04|982.820007324
2003-08-05|965.460021973
2003-08-06|967.08001709
2003-08-07|974.119995117
2003-08-08|977.590026855
2003-08-11|980.590026855
2003-08-12|990.349975586
2003-08-13|984.030029297
2003-08-14|990.510009766
2003-08-15|990.66998291
2003-08-18|999.739990234
2003-08-19|1002.34997559
2003-08-20|1000.29998779
2003-08-21|1003.27001953
2003-08-22|993.059997559
2003-08-25|993.710021973
2003-08-26|996.729980469
2003-08-27|996.789978027
2003-08-28|1002.84002686
2003-08-29|1008.01000977
2003-09-02|1021.98999023
2003-09-03|1026.27001953
2003-09-04|1027.9699707
2003-09-05|1021.39001465
2003-09-08|1031.64001465
2003-09-09|1023.16998291
2003-09-10|1010.91998291
2003-09-11|1016.41998291
2003-09-12|1018.63000488
2003-09-15|1014.80999756
2003-09-16|1029.31994629
2003-09-17|1025.9699707
2003-09-18|1039.57995605
2003-09-19|1036.30004883
2003-09-22|1022.82000732
2003-09-23|1029.0300293
2003-09-24|1009.38000488
2003-09-25|1003.27001953
2003-09-26|996.849975586
2003-09-29|1006.58001709
2003-09-30|995.969970703
2003-10-01|1018.2199707
2003-10-02|1020.23999023
2003-10-03|1029.84997559
2003-10-06|1034.34997559
2003-10-07|1039.25
2003-10-08|1033.7800293
2003-10-09|1038.72998047
2003-10-10|1038.06005859
2003-10-13|1045.34997559
2003-10-14|1049.47998047
2003-10-15|1046.76000977
2003-10-16|1050.06994629
2003-10-17|1039.31994629
2003-10-20|1044.68005371
2003-10-21|1046.0300293
2003-10-22|1030.35998535
2003-10-23|1033.77001953
2003-10-24|1028.91003418
2003-10-27|1031.13000488
2003-10-28|1046.79003906
2003-10-29|1048.10998535
2003-10-30|1046.93994141
2003-10-31|1050.70996094
2003-11-03|1059.02001953
2003-11-04|1053.25
2003-11-05|1051.81005859
2003-11-06|1058.05004883
2003-11-07|1053.20996094
2003-11-10|1047.10998535
2003-11-11|1046.56994629
2003-11-12|1058.5300293
2003-11-13|1058.41003418
2003-11-14|1050.34997559
2003-11-17|1043.63000488
2003-11-18|1034.15002441
2003-11-19|1042.43994141
2003-11-20|1033.65002441
2003-11-21|1035.2800293
2003-11-24|1052.07995605
2003-11-25|1053.89001465
2003-11-26|1058.44995117
2003-11-28|1058.19995117
2003-12-01|1070.11999512
2003-12-02|1066.61999512
2003-12-03|1064.72998047
2003-12-04|1069.7199707
2003-12-05|1061.5
2003-12-08|1069.30004883
2003-12-09|1060.18005371
2003-12-10|1059.05004883
2003-12-11|1071.20996094
2003-12-12|1074.14001465
2003-12-15|1068.04003906
2003-12-16|1075.13000488
2003-12-17|1076.47998047
2003-12-18|1089.18005371
2003-12-19|1088.66003418
2003-12-22|1092.93994141
2003-12-23|1096.02001953
2003-12-24|1094.04003906
2003-12-26|1095.89001465
2003-12-29|1109.47998047
2003-12-30|1109.64001465
2003-12-31|1111.92004395
2004-01-02|1108.47998047
2004-01-05|1122.2199707
2004-01-06|1123.67004395
2004-01-07|1126.32995605
2004-01-08|1131.92004395
2004-01-09|1121.85998535
2004-01-12|1127.22998047
2004-01-13|1121.2199707
2004-01-14|1130.52001953
2004-01-15|1132.05004883
2004-01-16|1139.82995605
2004-01-20|1138.77001953
2004-01-21|1147.61999512
2004-01-22|1143.93994141
2004-01-23|1141.55004883
2004-01-26|1155.36999512
2004-01-27|1144.05004883
2004-01-28|1128.47998047
2004-01-29|1134.10998535
2004-01-30|1131.13000488
2004-02-02|1135.26000977
2004-02-03|1136.0300293
2004-02-04|1126.52001953
2004-02-05|1128.58996582
2004-02-06|1142.76000977
2004-02-09|1139.81005859
2004-02-10|1145.54003906
2004-02-11|1157.76000977
2004-02-12|1152.10998535
2004-02-13|1145.81005859
2004-02-17|1156.98999023
2004-02-18|1151.81994629
2004-02-19|1147.06005859
2004-02-20|1144.10998535
2004-02-23|1140.98999023
2004-02-24|1139.08996582
2004-02-25|1143.67004395
2004-02-26|1144.91003418
2004-02-27|1144.93994141
2004-03-01|1155.9699707
2004-03-02|1149.09997559
2004-03-03|1151.0300293
2004-03-04|1154.86999512
2004-03-05|1156.85998535
2004-03-08|1147.19995117
2004-03-09|1140.57995605
2004-03-10|1123.89001465
2004-03-11|1106.7800293
2004-03-12|1120.56994629
2004-03-15|1104.48999023
2004-03-16|1110.69995117
2004-03-17|1123.75
2004-03-18|1122.31994629
2004-03-19|1109.7800293
2004-03-22|1095.40002441
2004-03-23|1093.94995117
2004-03-24|1091.32995605
2004-03-25|1109.18994141
2004-03-26|1108.06005859
2004-03-29|1122.4699707
2004-03-30|1127.0
2004-03-31|1126.20996094
2004-04-01|1132.17004395
2004-04-02|1141.81005859
2004-04-05|1150.56994629
2004-04-06|1148.16003418
2004-04-07|1140.5300293
2004-04-08|1139.31994629
2004-04-12|1145.19995117
2004-04-13|1129.43994141
2004-04-14|1128.17004395
2004-04-15|1128.83996582
2004-04-16|1134.60998535
2004-04-19|1135.81994629
2004-04-20|1118.15002441
2004-04-21|1124.08996582
2004-04-22|1139.93005371
2004-04-23|1140.59997559
2004-04-26|1135.5300293
2004-04-27|1138.10998535
2004-04-28|1122.41003418
2004-04-29|1113.89001465
2004-04-30|1107.30004883
2004-05-03|1117.48999023
2004-05-04|1119.55004883
2004-05-05|1121.5300293
2004-05-06|1113.98999023
2004-05-07|1098.69995117
2004-05-10|1087.11999512
2004-05-11|1095.44995117
2004-05-12|1097.2800293
2004-05-13|1096.43994141
2004-05-14|1095.69995117
2004-05-17|1084.09997559
2004-05-18|1091.48999023
2004-05-19|1088.68005371
2004-05-20|1089.18994141
2004-05-21|1093.56005859
2004-05-24|1095.41003418
2004-05-25|1113.05004883
2004-05-26|1114.93994141
2004-05-27|1121.2800293
2004-05-28|1120.68005371
2004-06-01|1121.19995117
2004-06-02|1124.98999023
2004-06-03|1116.64001465
2004-06-04|1122.5
2004-06-07|1140.42004395
2004-06-08|1142.18005371
2004-06-09|1131.32995605
2004-06-10|1136.4699707
2004-06-14|1125.29003906
2004-06-15|1132.01000977
2004-06-16|1133.56005859
2004-06-17|1132.05004883
2004-06-18|1135.02001953
2004-06-21|1130.30004883
2004-06-22|1134.41003418
2004-06-23|1144.06005859
2004-06-24|1140.65002441
2004-06-25|1134.43005371
2004-06-28|1133.34997559
2004-06-29|1136.19995117
2004-06-30|1140.83996582
2004-07-01|1128.93994141
2004-07-02|1125.38000488
2004-07-06|1116.20996094
2004-07-07|1118.32995605
2004-07-08|1109.10998535
2004-07-09|1112.81005859
2004-07-12|1114.34997559
2004-07-13|1115.14001465
2004-07-14|1111.4699707
2004-07-15|1106.68994141
2004-07-16|1101.39001465
2004-07-19|1100.90002441
2004-07-20|1108.67004395
2004-07-21|1093.88000488
2004-07-22|1096.83996582
2004-07-23|1086.19995117
2004-07-26|1084.06994629
2004-07-27|1094.82995605
2004-07-28|1095.42004395
2004-07-29|1100.43005371
2004-07-30|1101.7199707
2004-08-02|1106.61999512
2004-08-03|1099.68994141
2004-08-04|1098.63000488
2004-08-05|1080.69995117
2004-08-06|1063.9699707
2004-08-09|1065.2199707
2004-08-10|1079.04003906
2004-08-11|1075.79003906
2004-08-12|1063.22998047
2004-08-13|1064.80004883
2004-08-16|1079.33996582
2004-08-17|1081.70996094
2004-08-18|1095.17004395
2004-08-19|1091.22998047
2004-08-20|1098.34997559
2004-08-23|1095.68005371
2004-08-24|1096.18994141
2004-08-25|1104.95996094
2004-08-26|1105.08996582
2004-08-27|1107.77001953
2004-08-30|1099.15002441
2004-08-31|1104.23999023
2004-09-01|1105.91003418
2004-09-02|1118.31005859
2004-09-03|1113.63000488
2004-09-07|1121.30004883
2004-09-08|1116.27001953
2004-09-09|1118.38000488
2004-09-10|1123.92004395
2004-09-13|1125.81994629
2004-09-14|1128.32995605
2004-09-15|1120.36999512
2004-09-16|1123.5
2004-09-17|1128.55004883
2004-09-20|1122.19995117
2004-09-21|1129.30004883
2004-09-22|1113.56005859
2004-09-23|1108.35998535
2004-09-24|1110.10998535
2004-09-27|1103.52001953
2004-09-28|1110.06005859
2004-09-29|1114.80004883
2004-09-30|1114.57995605
2004-10-01|1131.5
2004-10-04|1135.17004395
2004-10-05|1134.47998047
2004-10-06|1142.05004883
2004-10-07|1130.65002441
2004-10-08|1122.14001465
2004-10-11|1124.39001465
2004-10-12|1121.83996582
2004-10-13|1113.65002441
2004-10-14|1103.29003906
2004-10-15|1108.19995117
2004-10-18|1114.02001953
2004-10-19|1103.22998047
2004-10-20|1103.66003418
2004-10-21|1106.48999023
2004-10-22|1095.73999023
2004-10-25|1094.80004883
2004-10-26|1111.08996582
2004-10-27|1125.40002441
2004-10-28|1127.43994141
2004-10-29|1130.19995117
2004-11-01|1130.51000977
2004-11-02|1130.56005859
2004-11-03|1143.19995117
2004-11-04|1161.67004395
2004-11-05|1166.17004395
2004-11-08|1164.89001465
2004-11-09|1164.07995605
2004-11-10|1162.91003418
2004-11-11|1173.47998047
2004-11-12|1184.17004395
2004-11-15|1183.81005859
2004-11-16|1175.43005371
2004-11-17|1181.93994141
2004-11-18|1183.55004883
2004-11-19|1170.33996582
2004-11-22|1177.23999023
2004-11-23|1176.93994141
2004-11-24|1181.76000977
2004-11-26|1182.65002441
2004-11-29|1178.56994629
